"","key","age_upon_intake","animal_id.x","animal_type.x","breed.x","color.x","Intake_Date","found_location","intake_condition","intake_type","name.x","sex_upon_intake","rank.x","age_upon_outcome","animal_id.y","animal_type.y","breed.y","color.y","date_of_birth","Outcome_Date","name.y","outcome_subtype","outcome_type","sex_upon_outcome","rank.y"
"1546","A588297.1","7 years","A588297","Cat","Domestic Shorthair Mix","Torbie","2018-03-26T14:36:00.000","2200 Tabor Court in Austin (TX)","Normal","Stray","Abby","Spayed Female",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1547","A588404.1","6 years","A588404","Dog","Chihuahua Shorthair","Tan/Tan","2016-06-21T13:21:00.000","10209 Brownie Dr in Austin (TX)","Normal","Stray","Campion","Neutered Male",1,"6 years","A588404","Dog","Chihuahua Shorthair","Tan/Tan","2009-12-28T00:00:00","2016-07-28T15:12:00","Campion","Partner","Transfer","Neutered Male",1
"1548","A588444.1","4 years","A588444","Cat","Domestic Shorthair Mix","Brown Tabby","2015-01-13T13:42:00.000","Austin (TX)","Normal","Owner Surrender","Pearl","Spayed Female",1,"4 years","A588444","Cat","Domestic Shorthair Mix","Brown Tabby","2010-09-20T00:00:00","2015-02-16T13:09:00","Pearl","Partner","Transfer","Spayed Female",1
"1549","A588540.1","6 years","A588540","Cat","Domestic Shorthair Mix","Brown Tabby","2016-11-18T13:18:00.000","S Ih 35 Frontage Rd And E Riverside Dr in Austin (TX)","Normal","Stray","Rockstar","Neutered Male",1,"6 years","A588540","Cat","Domestic Shorthair Mix","Brown Tabby","2010-09-21T00:00:00","2016-11-20T11:14:00","Rockstar","","Return to Owner","Neutered Male",1
"1550","A588582.1","5 years","A588582","Dog","Boxer","White/Brown","2014-04-02T12:18:00.000","Doyal Dr in Austin (TX)","Normal","Stray","Abby","Spayed Female",1,"5 years","A588582","Dog","Boxer","White/Brown","2008-11-15T00:00:00","2014-04-04T16:08:00","Abby","","Return to Owner","Spayed Female",1
"1551","A588582.2","7 years","A588582","Dog","Boxer","White/Brown","2016-09-08T17:01:00.000","5309 E Riverside Dr in Austin (TX)","Normal","Stray","Abby","Spayed Female",2,"7 years","A588582","Dog","Boxer","White/Brown","2008-11-15T00:00:00","2016-09-21T14:37:00","Abby","","Return to Owner","Spayed Female",2
"1552","A588601.1","6 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2014-12-04T18:20:00.000","Oak Springs And Springdale in Austin (TX)","Normal","Stray","Jackie","Spayed Female",1,"6 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2008-11-10T00:00:00","2014-12-05T12:41:00","Jackie","","Return to Owner","Spayed Female",1
"1553","A588601.2","6 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2015-07-07T14:52:00.000","3811 E 12Th St in Austin (TX)","Normal","Stray","Jackie","Spayed Female",2,"6 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2008-11-10T00:00:00","2015-07-07T17:40:00","Jackie","","Return to Owner","Spayed Female",2
"1554","A588601.3","7 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2015-12-13T12:45:00.000","Oaks Springs And Airport Blvd in Austin (TX)","Normal","Stray","Jackie","Spayed Female",3,"7 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2008-11-10T00:00:00","2015-12-13T18:28:00","Jackie","","Return to Owner","Spayed Female",3
"1555","A588601.4","7 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2016-01-01T11:59:00.000","Spyglass And Barton Skyway in Austin (TX)","Normal","Stray","Jackie","Spayed Female",4,"7 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2008-11-10T00:00:00","2016-01-02T18:35:00","Jackie","","Return to Owner","Spayed Female",4
"1556","A588601.5","9 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2018-01-14T13:48:00.000","3811 East 12Th Street in Austin (TX)","Normal","Stray","Jackie","Spayed Female",5,"9 years","A588601","Dog","Australian Cattle Dog Mix","Blue Merle/White","2008-11-10T00:00:00","2018-01-15T12:52:00","Jackie","","Return to Owner","Spayed Female",5
"1557","A588707.1","5 years","A588707","Dog","Pit Bull Mix","Brown Brindle/White","2013-11-08T16:42:00.000","1010 Turtle Creek in Austin (TX)","Normal","Stray","Riley","Neutered Male",1,"6 years","A588707","Dog","Pit Bull Mix","Brown Brindle/White","2007-11-12T00:00:00","2013-11-15T13:16:00","Riley","","Return to Owner","Neutered Male",1
"1558","A588789.1","4 years","A588789","Dog","Border Collie Mix","Chocolate/White","2015-05-25T13:36:00.000","Tee Dr And Nuckols Crossing Rd in Austin (TX)","Normal","Stray","Austin","Neutered Male",1,"4 years","A588789","Dog","Border Collie Mix","Chocolate/White","2010-07-18T00:00:00","2015-05-31T00:00:00","Austin","Partner","Transfer","Neutered Male",1
"1559","A588842.1","6 years","A588842","Dog","Chihuahua Shorthair Mix","Black/Brown","2014-07-24T18:47:00.000","2505 S 5Th St in Austin (TX)","Normal","Stray","Rocky","Neutered Male",1,"6 years","A588842","Dog","Chihuahua Shorthair Mix","Black/Brown","2007-11-19T00:00:00","2014-07-28T08:41:00","Rocky","","Return to Owner","Neutered Male",1
"1560","A588953.1","6 years","A588953","Dog","American Bulldog","Black/White","2013-10-28T13:47:00.000","Austin (TX)","Normal","Owner Surrender","Petey","Neutered Male",1,"7 years","A588953","Dog","American Bulldog","Black/White","2006-11-26T00:00:00","2013-12-14T13:39:00","Petey","","Adoption","Neutered Male",1
"1561","A589009.1","4 years","A589009","Cat","Domestic Shorthair Mix","Black","2014-12-15T16:08:00.000","11200 Lakeline Mall Drive in Cedar Park (TX)","Normal","Stray","Rogue Momo","Neutered Male",1,"4 years","A589009","Cat","Domestic Shorthair Mix","Black","2010-07-18T00:00:00","2014-12-15T19:17:00","Rogue Momo","","Return to Owner","Neutered Male",1
"1562","A589084.1","9 years","A589084","Dog","Labrador Retriever Mix","Tan/White","2017-06-14T15:11:00.000","Austin (TX)","Normal","Public Assist","Pretzel","Neutered Male",1,"9 years","A589084","Dog","Labrador Retriever Mix","Tan/White","2007-11-19T00:00:00","2017-06-23T10:07:00","Pretzel","","Return to Owner","Neutered Male",1
"1563","A589206.1","7 years","A589206","Dog","Bull Terrier Mix","Blue","2014-04-21T13:42:00.000","Austin (TX)","Normal","Owner Surrender","Georgia","Spayed Female",1,"7 years","A589206","Dog","Bull Terrier Mix","Blue","2006-11-21T00:00:00","2014-10-20T16:04:00","Georgia","","Adoption","Spayed Female",1
"1564","A589206.2","7 years","A589206","Dog","Bull Terrier Mix","Blue","2014-10-25T11:57:00.000","Austin (TX)","Normal","Owner Surrender","Georgia","Spayed Female",2,"7 years","A589206","Dog","Bull Terrier Mix","Blue","2006-11-21T00:00:00","2014-11-17T13:51:00","Georgia","Partner","Transfer","Spayed Female",2
"1565","A589224.1","7 years","A589224","Cat","Domestic Shorthair Mix","Black","2014-03-20T15:06:00.000","7811 Epping Ln in Austin (TX)","Normal","Owner Surrender","Necrobutcher","Neutered Male",1,"7 years","A589224","Cat","Domestic Shorthair Mix","Black","2006-11-22T00:00:00","2014-04-26T15:40:00","Necrobutcher","","Adoption","Neutered Male",1
"1566","A589272.1","5 years","A589272","Dog","Pit Bull Mix","Brown Brindle/White","2013-10-16T15:39:00.000","3717 N. Fm 620 in Travis (TX)","Normal","Public Assist","Keishla","Spayed Female",1,"5 years","A589272","Dog","Pit Bull Mix","Brown Brindle/White","2007-11-23T00:00:00","2013-10-22T12:00:00","Keishla","","Return to Owner","Spayed Female",1
"1567","A589272.2","6 years","A589272","Dog","Pit Bull Mix","Brown Brindle/White","2014-01-07T18:11:00.000","3717 N. Fm 620 in Travis (TX)","Normal","Public Assist","Keishla","Spayed Female",2,"6 years","A589272","Dog","Pit Bull Mix","Brown Brindle/White","2007-11-23T00:00:00","2014-01-16T14:50:00","Keishla","","Return to Owner","Spayed Female",2
"1568","A589272.3","6 years","A589272","Dog","Pit Bull Mix","Brown Brindle/White","2014-11-06T11:37:00.000","Austin (TX)","Normal","Public Assist","Keishla","Spayed Female",3,"6 years","A589272","Dog","Pit Bull Mix","Brown Brindle/White","2007-11-23T00:00:00","2014-11-12T14:18:00","Keishla","","Return to Owner","Spayed Female",3
"1569","A589273.1","6 years","A589273","Dog","Pit Bull Mix","White/Brown Brindle","2014-11-06T11:37:00.000","Austin (TX)","Normal","Public Assist","Salem","Spayed Female",1,"6 years","A589273","Dog","Pit Bull Mix","White/Brown Brindle","2007-11-23T00:00:00","2014-11-12T14:18:00","Salem","","Return to Owner","Spayed Female",1
"1570","A589374.1","7 years","A589374","Dog","American Bulldog Mix","Black/White","2017-08-20T12:38:00.000","1144 Mason Avenue in Austin (TX)","Normal","Owner Surrender","Panda","Neutered Male",1,"7 years","A589374","Dog","American Bulldog Mix","Black/White","2010-04-25T00:00:00","2018-02-07T10:17:00","Panda","Foster","Adoption","Neutered Male",1
"1571","A589595.1","7 years","A589595","Dog","Pit Bull Mix","Tan/White","2015-01-21T17:29:00.000","Austin (TX)","Normal","Stray","Blaze","Neutered Male",1,"7 years","A589595","Dog","Pit Bull Mix","Tan/White","2008-01-03T00:00:00","2015-01-22T11:10:00","Blaze","","Return to Owner","Neutered Male",1
"1572","A589649.1","8 years","A589649","Dog","Border Collie/Miniature Pinscher","Black/Brown","2018-03-09T13:06:00.000","Austin (TX)","Normal","Owner Surrender","Penny","Spayed Female",1,"8 years","A589649","Dog","Border Collie/Miniature Pinscher","Black/Brown","2009-12-07T00:00:00","2018-03-18T15:11:00","Penny","","Adoption","Spayed Female",1
"1573","A589841.1","5 years","A589841","Dog","Pit Bull/Plott Hound","Brown Brindle/White","2015-06-08T16:35:00.000","7025 Village Center Dr in Austin (TX)","Normal","Public Assist","Freddy","Neutered Male",1,"5 years","A589841","Dog","Pit Bull/Plott Hound","Brown Brindle/White","2010-06-05T00:00:00","2015-06-09T11:15:00","Freddy","","Return to Owner","Neutered Male",1
"1574","A590017.1","6 years","A590017","Dog","Pit Bull Mix","Fawn/White","2016-04-23T15:50:00.000","12803 Doorbell Dr in Manor (TX)","Normal","Stray","Tessie","Spayed Female",1,"6 years","A590017","Dog","Pit Bull Mix","Fawn/White","2010-02-12T00:00:00","2016-08-20T15:35:00","Tessie","Foster","Adoption","Spayed Female",1
"1575","A590019.1","5 years","A590019","Dog","German Shepherd/Akita","Tan","2015-05-11T16:32:00.000","Thurgood And Hwy 183 in Austin (TX)","Normal","Stray","Daisy","Spayed Female",1,"5 years","A590019","Dog","German Shepherd/Akita","Tan","2009-12-11T00:00:00","2015-05-11T18:28:00","Daisy","","Return to Owner","Spayed Female",1
"1576","A590048.1","12 years","A590048","Dog","Chihuahua Shorthair Mix","Brown/White","2016-05-16T13:10:00.000","200 Montopolis in Austin (TX)","Normal","Stray","Spunky","Neutered Male",1,"12 years","A590048","Dog","Chihuahua Shorthair Mix","Brown/White","2003-12-12T00:00:00","2016-05-20T13:22:00","Spunky","","Return to Owner","Neutered Male",1
"1577","A590048.2","12 years","A590048","Dog","Chihuahua Shorthair Mix","Brown/White","2016-06-17T11:15:00.000","3206 Lyons Rd in Austin (TX)","Normal","Stray","Spunky","Neutered Male",2,"12 years","A590048","Dog","Chihuahua Shorthair Mix","Brown/White","2003-12-12T00:00:00","2016-06-18T15:09:00","Spunky","","Return to Owner","Neutered Male",2
"1578","A590048.3","12 years","A590048","Dog","Chihuahua Shorthair Mix","Brown/White","2016-10-10T12:42:00.000","Austin (TX)","Normal","Public Assist","Spunky","Neutered Male",3,"12 years","A590048","Dog","Chihuahua Shorthair Mix","Brown/White","2003-12-12T00:00:00","2016-10-14T18:43:00","Spunky","","Return to Owner","Neutered Male",3
"1579","A590089.1","5 years","A590089","Dog","Rottweiler","Black/Tan","2015-04-20T16:41:00.000","9304 Chatterton Court in Austin (TX)","Normal","Euthanasia Request","Chino","Spayed Female",1,"5 years","A590089","Dog","Rottweiler","Black/Tan","2010-02-10T00:00:00","2015-04-21T13:25:00","Chino","Aggressive","Euthanasia","Spayed Female",1
"1580","A590144.1","8 years","A590144","Dog","Rottweiler","Black/Brown","2014-08-12T12:49:00.000","2218  Pershing Dr in Austin (TX)","Normal","Stray","Pebbles","Spayed Female",1,"9 years","A590144","Dog","Rottweiler","Black/Brown","2006-06-11T00:00:00","2016-01-28T08:40:00","Pebbles","Foster","Adoption","Spayed Female",1
"1581","A590157.1","7 years","A590157","Dog","Pit Bull Mix","White/Brown Brindle","2016-02-16T08:15:00.000","1034 Clayton Ln in Austin (TX)","Normal","Stray","Snowball","Spayed Female",1,"7 years","A590157","Dog","Pit Bull Mix","White/Brown Brindle","2008-12-11T00:00:00","2016-02-19T11:58:00","Snowball","","Return to Owner","Spayed Female",1
"1582","A590245.1","15 years","A590245","Dog","German Shorthair Pointer","Liver/White","2017-11-28T12:02:00.000","Austin (TX)","Normal","Owner Surrender","Ellie","Spayed Female",1,"15 years","A590245","Dog","German Shorthair Pointer","Liver/White","2002-04-09T00:00:00","2017-12-01T12:57:00","Ellie","Partner","Transfer","Spayed Female",1
"1583","A590290.1","3 years","A590290","Dog","Border Terrier Mix","White/Black","2014-08-18T10:17:00.000","3717 Crownover in Austin (TX)","Normal","Stray","Oreo","Neutered Male",1,"3 years","A590290","Dog","Border Terrier Mix","White/Black","2010-09-23T00:00:00","2014-08-27T12:09:00","Oreo","","Adoption","Neutered Male",1
"1584","A590330.1","9 years","A590330","Dog","Australian Cattle Dog Mix","Black/Blue","2014-03-14T02:56:00.000","14707 Noya Dr in Travis (TX)","Injured","Public Assist","Donut","Spayed Female",1,"9 years","A590330","Dog","Australian Cattle Dog Mix","Black/Blue","2004-12-15T00:00:00","2014-03-24T12:14:00","Donut","","Return to Owner","Spayed Female",1
"1585","A590362.1","4 years","A590362","Dog","Labrador Retriever/Australian Shepherd","Blue Tick/Black","2015-05-25T13:36:00.000","Tee Dr And Nuckols Crossing Rd in Austin (TX)","Normal","Stray","Texas","Neutered Male",1,"4 years","A590362","Dog","Labrador Retriever/Australian Shepherd","Blue Tick/Black","2010-10-08T00:00:00","2015-05-31T00:00:00","Texas","Partner","Transfer","Neutered Male",1
"1586","A590479.1","7 years","A590479","Dog","Great Pyrenees/Standard Poodle","White","2014-07-06T11:21:00.000","Hornsby in Austin (TX)","Normal","Stray","Molly","Spayed Female",1,"7 years","A590479","Dog","Great Pyrenees/Standard Poodle","White","2006-12-18T00:00:00","2014-07-11T16:01:00","Molly","","Adoption","Spayed Female",1
"1587","A590479.2","7 years","A590479","Dog","Great Pyrenees/Standard Poodle","White","2014-08-12T11:21:00.000","Austin (TX)","Normal","Owner Surrender","Molly","Spayed Female",2,"7 years","A590479","Dog","Great Pyrenees/Standard Poodle","White","2006-12-18T00:00:00","2014-08-22T15:17:00","Molly","Partner","Transfer","Spayed Female",2
"1588","A590490.1","5 years","A590490","Cat","Domestic Shorthair Mix","Brown Tabby","2015-07-01T11:27:00.000","Austin (TX)","Normal","Owner Surrender","Tiger","Neutered Male",1,"5 years","A590490","Cat","Domestic Shorthair Mix","Brown Tabby","2010-03-17T00:00:00","2015-07-07T06:56:00","Tiger","","Return to Owner","Neutered Male",1
"1589","A590502.1","6 years","A590502","Dog","Miniature Schnauzer Mix","Gray/White","2013-11-24T15:50:00.000","1913 Golden Pheasant in Austin (TX)","Normal","Stray","Gucci","Neutered Male",1,"6 years","A590502","Dog","Miniature Schnauzer Mix","Gray/White","2006-12-18T00:00:00","2013-11-25T16:46:00","Gucci","","Return to Owner","Neutered Male",1
"1590","A590629.1","6 years","A590629","Dog","Mastiff Mix","Brown Brindle/White","2016-08-08T19:26:00.000","Austin (TX)","Normal","Owner Surrender","Leonard","Neutered Male",1,"6 years","A590629","Dog","Mastiff Mix","Brown Brindle/White","2010-08-10T00:00:00","2016-08-18T11:45:00","Leonard","Aggressive","Euthanasia","Neutered Male",1
"1591","A590637.1","3 years","A590637","Dog","German Shepherd Mix","Tan/White","2013-11-18T12:09:00.000","1600 Smith Rd in Austin (TX)","Normal","Stray","Max","Neutered Male",1,"3 years","A590637","Dog","German Shepherd Mix","Tan/White","2009-12-21T00:00:00","2013-12-14T13:10:00","Max","","Adoption","Neutered Male",1
"1592","A590637.2","5 years","A590637","Dog","German Shepherd Mix","Tan/White","2015-06-01T17:18:00.000","12700 Ring Drive in Manor (TX)","Normal","Owner Surrender","Max","Neutered Male",2,"5 years","A590637","Dog","German Shepherd Mix","Tan/White","2009-12-21T00:00:00","2015-06-06T19:06:00","Max","","Adoption","Neutered Male",2
"1593","A590694.1","8 years","A590694","Dog","German Shepherd Mix","Brown/Black","2017-03-23T12:56:00.000","Austin (TX)","Normal","Stray","Bear","Neutered Male",1,"8 years","A590694","Dog","German Shepherd Mix","Brown/Black","2008-12-22T00:00:00","2017-04-05T13:21:00","Bear","","Adoption","Neutered Male",1
"1594","A590716.1","4 years","A590716","Dog","Pit Bull Mix","White/Blue","2014-05-26T13:12:00.000","2900 Sunridge Dr in Austin (TX)","Normal","Stray","Panda","Neutered Male",1,"4 years","A590716","Dog","Pit Bull Mix","White/Blue","2009-12-23T00:00:00","2014-05-27T19:01:00","Panda","","Return to Owner","Neutered Male",1
"1595","A590726.1","13 years","A590726","Dog","Chihuahua Shorthair Mix","Black/White","2016-02-26T11:51:00.000","Bluebonnet And Bluecrest in Austin (TX)","Normal","Stray","Belle","Spayed Female",1,"13 years","A590726","Dog","Chihuahua Shorthair Mix","Black/White","2002-12-22T00:00:00","2016-02-26T17:34:00","Belle","","Return to Owner","Spayed Female",1
"1596","A590767.1","4 years","A590767","Dog","Chihuahua Shorthair","Tan/White","2014-03-27T15:43:00.000","4208 Kings Court in Travis (TX)","Normal","Public Assist","Hercules","Neutered Male",1,"4 years","A590767","Dog","Chihuahua Shorthair","Tan/White","2009-06-24T00:00:00","2014-04-02T16:48:00","Hercules","","Return to Owner","Neutered Male",1
"1597","A590826.1","5 years","A590826","Dog","Australian Shepherd Mix","Chocolate/Tan","2014-10-14T14:25:00.000","Webberville And 12Th St in Austin (TX)","Normal","Stray","Oso","Neutered Male",1,"5 years","A590826","Dog","Australian Shepherd Mix","Chocolate/Tan","2008-12-26T00:00:00","2014-10-14T15:06:00","Oso","","Return to Owner","Neutered Male",1
"1598","A590826.2","7 years","A590826","Dog","Australian Shepherd Mix","Chocolate/Tan","2016-03-16T13:53:00.000","Austin (TX)","Normal","Owner Surrender","Oso","Neutered Male",2,"7 years","A590826","Dog","Australian Shepherd Mix","Chocolate/Tan","2008-12-26T00:00:00","2016-03-16T18:15:00","Oso","","Adoption","Neutered Male",2
"1599","A590948.1","9 years","A590948","Dog","Pit Bull Mix","Brown","2017-10-06T11:58:00.000","Austin (TX)","Normal","Public Assist","Shay","Intact Female",1,"9 years","A590948","Dog","Pit Bull Mix","Brown","2008-02-08T00:00:00","2017-10-15T12:59:00","Shay","","Return to Owner","Intact Female",1
